"SriLanka_creole","phonetic_transcription","Portuguese_definition","English_definition","pos","Related_languages","pt_related annotations","sources","original_full_entry","original_Portuguese_definition","original_linguistic_notes","page"
"Marvilhà","maɾʋiʎaː","maraviIhar-se","marvel","verb",,,,,"maraviIhar-se",,
"Más","maːs","mais","more","adverb","Capeverdean creole, Cochin creole, Macao creole","Portuguese-based creoles of Indian mainland",,"Más, mais (t. us.). Dial. cochmac, cab. Dialectal no cont. Masante, mais antes: antes, ha tempo. Mascomtudo, com-tudo, porém (desus.). Masdian-te, antes (tempo passado). Masque. V. maisque.","mais",,163
"Masante","mazante","antes, há tempo","before","adverb",,,,,"antes, há tempo",,
"Mascomtudo","maskomtudo","contudo, porém","however","adverb",,,,,"contudo, porém",,
"Masdiante","mazdiante","antes (tempo passado)","before (past tense)","adverb",,,,,"antes (tempo passado)",,
"Maçabado","masabado","mancebia, amancebamento","concubinage","noun",,,,"Masabado (f), mancebia, amancebamento.","mancebia, amancebamento",,163
"Maslins","mazlins","malsins","complainants","noun",,,,"Maslins (N.T.)^ malsins. Por matathese.","malsins",,163
"Massà","masaː","amassar, machucar, pisar","knead, hurt, step on","verb",,,,"Massa, amassar; machucar, pisar.","amassar, machucar, pisar",,163
"Massavo","masaʋo","mancebo","young man","noun",,,,"Massavo {Br. 2). V. macéo.","mancebo",,163
"Mástri","maːstɾi","mestre","master","noun",,,,"Mástri (C A.). V. méstri.","mestre",,163
"Masvinho","masʋiɲo","mancebinho","little boy","noun",,,,"Mas vinho, mancebinho. &gt; '*mansbinho &gt; *inasbinho &gt; masvinho. Cfr. macéo.","mancebinho",,163
"Matação","matasaːo","homicídio","homicide","noun",,,,"Matacão, homicidio. Matança, homicídio; matadoiro.","homicidio",,163
"matança","matansa","homicídio","homicide","noun",,,,"Matacão, homicidio. Matança, homicídio; matadoiro.","homicidio",,163
"Matches","mat̠ʃes","fósforos","matches","noun","English",,,"Matches, phosphoros. — Ingl.","phosphoros",,163
"Mate","mate","barro, terra vegetal","clay, vegetable earth","noun","Macao creole, Goa creole",,,"Mate, barro, terra vegetal. Gomm. T. em Macao creole e Gôa: Prak. TlfFÍT  {mâti),  sansk.","barro, terra vegetal",,163
"Matinha","matiɲa","sarça","brier","noun",,,,"Matinha, sarça.—De matto.","sarça",,163
"Métres","meːtɾes","colchão","mattress","noun","English",,,"Mattress (pron. métres), colchão. — Ingl.","colchão",,163
"Mêi","meːj","maio","may","noun","English",,,"May (pron mt'i), maio. — Ingl.","maio",,163
"Medè","medeː","medir","measure","verb",,,,"Mede, medir. Cír. pidê.","medir",,163
"Media","media","meio-dia","midday","noun",,"Dialetal Portuguese Alentejo",,"Media, meio-dia. — Dial. alemtej.","meio-dia",,163
"Miting","miting","reunião","meeting","noun","English","All Portuguese-based creoles of India",,"Meeting (pron. miting)^ reunião. Comm. — Ingl.","reunião",,163
"Megoà","megoaː","ameigar, mitigar","soften, mitigate","verb",,,,"Megoà, melgoá, ameigar; mitigar. MeGoa creoledor, mitigador.","ameigar, mitigar",,163
"melgoá","melgoaː","ameigar, mitigar","soften, mitigate","verb",,,,"Megoà, melgoá, ameigar; mitigar. MeGoa creoledor, mitigador.","ameigar, mitigar",,163
"Megoador","megoadoɾ","mitigador","mitigator","noun",,,,,"mitigador",,
"Meido","meido","medo","fear","noun",,,,"Meido (fórm. mod.), medo. Cfr. deido.","medo","forma moderna",163
"Melhoramente","meʎoɾamente","melhormente","better","adverb",,,,"Melhoramente, melhor-mente.","melhormente",,163
"Mellifluoso","melifluozo","melífluo","mellifluous","adjective",,,,"Mellifluoso, mellifluo. Cfr. varioso, serioso.","mellifluo",,163
"Memo","memo","mimo","cuddle","noun",,,,"Memo, mimo. Memoso, mimoso.","mimo",,163
"Memoso","memozo","mimoso","delicate","adjective",,,,,"mimoso",,
"Mentè","menteː","mentir","lie","verb",,,,"Mente, mentir.","mentir",,163
"Méo","meːo","meio","half, middle","adjective","Macao creole",,,"Méo, meio. Dial. mac. Cfr. chéo, féo.","meio",,163
"Mercacia","meɾkasia","mercancia, mercadoria","merchandise","noun",,,,"Mercacia, mercancia. Cfr. mudana.","mercancia, mercadoria",,163
"Mercadeira","meɾkadeiɾa","mercadora","merchant","noun",,,,"Mercadeira, mercadora. Cfr. servideira.","mercadora",,163
"Mercê","meɾseː","merecer","deserve","verb","Diu creole","Dialectal Portuguese",,"Mercê, merecer. Dial. div. Mercemento, mercimento, mericemento, merecimento.— Mercer, mercimento: port. Dialetal Portuguese.","merecer",,163
"Mercemento","meɾsemento","merecimento","worthiness","noun",,,,,"merecimento",,
"mercimento","meɾsimento","merecimento","worthiness","noun",,,,,"merecimento",,
"mericemento","meɾisemento","merecimento","worthiness","noun",,,,,"merecimento",,
"Merecê","meɾeseː","merecer","warrant","verb",,,,"Mereoê {Br. 2), mercê.","merecer",,163
"Meritória","meɾitoːɾia","mérito","merits","noun",,,,"Meritória, mérito.","mérito",,163
"Merón","meɾoːn","veado, cervo","deer","noun","Konkani",,,"Merón, veado, cervo. Konk. 7J^  {merúm),  sansk.  *\i\ {mriga). Ethiop. Or.: merú.","veado, cervo",,163
"Mès","meːs","mês","month","noun",,,,"Mès, méis, mez.","mês",,163
"méis","meːjs","mês","month","noun",,,,"Mès, méis, mez.","mês",,163
"Més","meːs","meias","socks","adjective",,,,"Mês, meias.","meias",,163
"Méssa","meːsa","mesa","table","noun",,,,"Méssa, mesa (mais us.). Em singl. Hfl {mèse).","mesa",,163
"Messá","mesaː","ameaçar","threaten","verb",,"Old Portuguese",,"Messá, ameaçar. — Port. arch. ameçar.","ameaçar",,163
"Messangeiro","mesand̠ʒeiɾo","mensageiro","messenger","noun","English","Diu creole, Daman creole",,"Messangeiro, massen-geiro (p. us.), massangeiro, messageiro. Massangeiro: dial. nort.—Infl. do ingl. messenger ? Cfr. passangeiro.","massangeiro, messageiro","pouco usado",163
"massengeiro","masend̠ʒeiɾo","mensageiro","messenger","noun","English","Diu creole, Daman creole",,"Messangeiro, massen-geiro (p. us.), massangeiro, messageiro. Massangeiro: dial. nort.—Infl. do ingl. messenger ? Cfr. passangeiro.","massangeiro, messageiro","pouco usado",163
"Mestre","mestɾe","mestre, médico","master, doctor","noun","Macao creole",,,"Mestre, méstri, mestre; medico, especialmente hervana-","mestre, medico",,163
"méstri","meːstɾi","mestre, médico","master, doctor","noun","Macao creole",,,"Mestre, méstri, mestre; medico, especialmente hervana-","mestre, medico",,163
"Metade","metade","metade, meio","half, middle","noun",,,,"Metade, metai {Br. 2), metade; meio {adj.).","metade, meio",,164
"metai","metai","metade, meio","half, middle","noun",,,,"Metade, metai {Br. 2), metade; meio {adj.).","metade, meio",,164
"Methodisto","metodisto","metodista","methodist","noun",,,,"Methodisto, methodista. Gfr. escrito, evangelisto.","methodista",,164
"Milagrioso","milagɾiozo","milagroso","miraculous","adjective",,,,"Milagrioso (C. ^.), milagroso. Cfr. guerrioso.","milagroso",,164
"Mail","mail","milha","mile","noun","English",,,"Mile (pron. mail), milha.— Ingl.","milha",,164
"Militàrio","militaːɾio","militar","military","adjective",,,,"Militàrio {Br. 2), militar.","militar",,164
"Millions","milions","milhões","millions","numeral","English",,,"Millions, milhões. — Ingl.","milhões",,164
"Mils","mils","mil, milhares","thousand, thousands","numeral",,,,"Mils, mil; milhares.","mil, milhares",,164
"Mimôri","mimoːɾi","memória","memory","noun","Macao creole, Mangalor creole",,,"Mimôri, memoria. Dial. mangmac. mêmori. Cfr. istôri.","memoria",,164
"Minguação","minguasaːo","míngua","scarcity","noun",,,,"Minguação, mingua.","mingua",,164
"Minha","miɲa","meu, minha","my, mine","POSS",,,,"Minha, minhè, meu (p. us.), minha.","meu, minha","pouco usado",164
"minhè","miɲeː","meu, minha","my, mine","POSS",,,,"Minha, minhè, meu (p. us.), minha.","meu, minha","pouco usado",164
"Ministeiro","ministeiɾo","ministério","ministry","noun",,,,"Ministeiro (TV. J"".), ministério.","ministério",,164
"Ministração","ministɾasaːo","ministério","ministry","noun",,,,"Ministraçào, ministério. — Deriv. reg.","ministério","derivado",164
"Minté","minteː","mentir","lie","verb",,,,"Minté, mentir. Minteira, mentira (t. us.). Minteroso, mintroso, mentiroso.","mentir",,164
"Minteira","minteiɾa","mentira","lie","noun",,,,,"mentira",,
"Minteroso","minteɾozo","mentiroso","liar","adjective",,,,,"mentiroso",,
"mintroso","mintɾozo","mentiroso","liar","adjective",,,,,"mentiroso",,
"Minuito","minuito","minuto","minute","noun","English",,,"Minuito (Br. 2), minuto.— Infl. do ingl. minuit.","minuto",,164
"Mira","miɾa","mirra","myrrh","noun",,,,"Mira, myrrha.","mirra",,164
"Misaravel","mizaɾaʋel","miserável","miserable","adjective",,,,"Misaravel, misravel, miserável.","miserável",,164
"misravel","mizɾaʋel","miserável","miserable","adjective",,,,"Misaravel, misravel, miserável.","miserável",,164
"Misinha","miziɲa","mezinha, remédio em geral","tradicional medicine, medicine in general","noun","Macao creole","Dialectal Portuguese",,"Misinha, mezinha, remédio em geral. Dial. mac. e port. Dialetal Portuguese. na signif.","mezinha, remédio em geral",,164
"Misricordia","mizɾikoɾdia","misericórdia","mercy","noun",,,,"Misricordia, misrecordia (fi7«í.), misericórdia. Misri-oordioso, misericordioso.","misericórdia",,164
"misrecordia","mizɾekoɾdia","misericórdia","mercy","noun",,,,"Misricordia, misrecordia (fi7«í.), misericórdia. Misri-oordioso, misericordioso.","misericórdia",,164
"Misricordioso","mizɾikoɾdiozo","misericordioso","merciful","noun",,,,,"misericordioso",,
"Misté","misteː","convém, deve","it should","verb","Cochin creole, Macao creole, Mangalor creole",,,"Misté, mista, é mister; convém, deve. Mistia, era mister; devia. Mistem (poet.), é mister ser. Mistê: dial. cochmangmac.","convém, deve","poético",164
"mista","mista","convém, deve","it should","verb","Cochin creole, Macao creole, Mangalor creole",,,"Misté, mista, é mister; convém, deve. Mistia, era mister; devia. Mistem (poet.), é mister ser. Mistê: dial. cochmangmac.","convém, deve","poético",164
"Mistia","mistia","devia","it should","verb",,,,,"devia",,
"Mistem","mistem","deverá","it should","verb",,,,,"deverá",,
"Mistrá","mistɾaː","misturar","shuffle","verb",,,,"Mistrá, misturar.","misturar",,164
"Moça","mosa","serva, escrava","handmaid, slave","noun",,,,"Moça, serva, escrava.","serva, escrava",,164
"Moção","mosaːo","monção, estação","monsoon, season","noun",,,,"Moção, monção, estação. Cfr. mação. «Monçam ou monção designava geralmente o vento dominante em períodos determinados, mas a palavra árabe mansim, da qual se derivou, significava propriamente estação». Conde de Ficalho em nota a Gare.","monção, estação",,164
"Mofiná","mofinaː","amofinar-se","fuss","verb",,,,"Mofina, amofinar-se.","amofinar-se",,164
"Moito","mojto","muito","very","adjective",,,,"Moito, muito (mais us.).","muito",,164
"Moleira","moleiɾa","mioleira","brain","noun",,,,"Moleira, mioleira. Cfr. pri-soneiro.","mioleira",,164
"Molgá","molgaː","amolgar","dent","verb",,,,"Molgá, amolgar.","amolgar",,164
"Molyà","molʲaː","molhar","wet","verb",,,,"Moljà, molhar. Cfr. espaljâ.","molhar",,164
"Molya","molʲa","mulher","woman","noun",,,,"Molja, mujà, mulher (t. us.).","mulher",,164
"mujà","mud̠ʒaː","mulher","woman","noun",,,,"Molja, mujà, mulher (t. us.).","mulher",,164
"Mónster","moːnsteɾ","monstro","monster","noun","English",,,"Mónster, monstro. — Ingl. ou por metathese.","monstro",,164
"Montanho","montaɲo","montanha","mountain","noun",,,,"Montanho, montanha (t. us.).","montanha",,164
"Mooi","mooj","tia","aunt","noun","Dutch",,,"Mooy (pron. mõi), tia. — Holl. moei.","tia",,164
"Moradè","moɾadeː","morada","address","noun",,,,"Moradè, morado, morando, morança, moradura, morada. Cfr. diividança, cuidança.","morada",,164
"morado","moɾado","morada","address","noun",,,,"Moradè, morado, morando, morança, moradura, morada. Cfr. diividança, cuidança.","morada",,164
"morando","moɾando","morada","address","noun",,,,"Moradè, morado, morando, morança, moradura, morada. Cfr. diividança, cuidança.","morada",,164
"morança","moɾansa","morada","address","noun",,,,"Moradè, morado, morando, morança, moradura, morada. Cfr. diividança, cuidança.","morada",,164
"moradura","moɾaduɾa","morada","address","noun",,,,"Moradè, morado, morando, morança, moradura, morada. Cfr. diividança, cuidança.","morada",,164
"Morra","mora","morar","live","verb",,,,"Morra, morar. Cfr. chorrá, virrá.","morar",,164
"Morrendo","morendo","moribundo","dying","noun",,,,"Morrendo, moribundo. — Infl. do ingl.","moribundo",,164
"Morro","moro","moiro","moorish","noun","Macao creole",,,"Morro, moiro. Dial. mac. moro.","moiro",,164
"Mortajo","moɾtad̠ʒo","mortalha","shroud","noun",,,,"Mortajo, mortalha. Cfr. tra-vajo, ojo.","mortalha",,164
"Mortià","moɾtiaː","amortalhar","shroud","verb",,,,"Mortià, amortalhar. Cfr. em-briá, traviá.","amortalhar",,164
"Mostárdè","mostaːɾdeː","mostarda","mustard","noun",,,,"Mostàrdè, mostarda.","mostarda",,164
"Mourdé","mouɾdeː","morder","bite","verb",,,,"Mourdé, morder (t. us.). Mourdindo (A^. 7"".), o morder.","morder",,164
"Mourdindo","mouɾdindo","o morder","bite","noun",,,"Novo testamento",,"o morder",,
"Movà","moʋaː","mover","move","verb",,,,"Mova, mover.","mover",,164
"Muê","mueː","moer","mill","verb",,,,"Muê, muá, moer.","moer",,164
"muá","muaː","moer","mill","verb",,,,"Muê, muá, moer.","moer",,164
"Mudana","mudana","mundana: meretriz","whore","adjective",,,,"Mudana, mundana: meretriz. Cfr. mercada.","mundana: meretriz",,164
"Mudáncè","mudaːnseː","mudança","change","noun",,,,"Mudáncè, mudação, mudança. Cfr. cuidaçáo.","mudança",,164
"mudação","mudasaːo","mudança","change","noun",,,,"Mudáncè, mudação, mudança. Cfr. cuidaçáo.","mudança",,164
"Mudano","mudano","mundano","mundane","adjective",,,"Bautismo","Mudano, mundano. Muduco {Baut. ""ii)...: Mujà, V. MOLJÁ. Mulhàra (5. C), mulher. Cfr. mára. Mulher-fíjies,mulher e filhos.","mundano",,165
"Mulhàra","muʎaːɾa","mulher","woman","noun",,,"Istori de San Clear",,"mulher",,
"Mulvado","mulʋado","malvado","evil","adjective",,,"O Bruffador, i periódico","Malvado [Br. i), malvado. Mundado (p. us.), mudado. Mundoso, mundano. Cfr. alegroso, impioso. Murdô, murdá, morder, V.","malvado",,165
"Mundado","mundado","mudado","changed","adjective",,,,,"mudado","pouco usado",
"Mundoso","mundozo","mundano","mundane","adjective",,,,,"mundano",,
"Murguiá","muɾgiaː","mergulhar","dive","verb",,,,"Murguiá, mergulhar. Mur-","mergulhar",,165
"Murguiaçâo","muɾgiasaːo","mergulho, imersão","diving, immersion","noun",,,,"guiaçâo, mergulho; immersão. Cfr. EMBRI.Í.","mergulho, immersão",,165
"Murindo","muɾindo","morrendo","dying","GER",,,,"Murindo. V. morrendo.","morrendo",,165
"Murmerà","muɾmeɾaː","murmurar","murmur","verb",,,,"Murmerà, murmurar.","murmurar",,165
"Murmeração","muɾmeɾasaːo","murmuração","murmuring","noun",,,,"Murmeração, murmuração.","murmuração",,165
"Murré","mureː","morrer","die","verb","Macao creole",,,"Murré, morrer. Dial. mac. mure.","morrer",,165
"Musicante","muzikante","músico","musician","noun",,,,"Musicante, musico.","musico",,165
"Musico","muziko","música","song","noun",,,,"Musico, musica.","musica",,165
"Mustrà","mustɾaː","mostrar","collapse","verb",,,,"Mnstrà, mostrar.","mostrar",,165
"Mutúra","mutuːɾa","monturo","dunghill","noun",,,,"Mutúra, monturo. Cfr. moção, mudano.","monturo",,165
"Mystéria","misteːɾia","mistério","mystery","noun",,,,"Mystéria, mysterio. Cfr. adultéria.","mysterio",,165
"Nacemento","nasemento","nascimento","birth","noun",,"Dialetal Portuguese Algarve",,"Nacemento, nascimento.— De nacê. Dial. algarv.","nascimento",,165
"Nada","nada","nada, nenhum","nothing, none","pronoun",,,,"Nada, nada; nenhum (t, us.).","nada, nenhum",,165
"Nada","nada","não há de","wiIl not","verb","Macao creole",,,"Nada, nade, nandè, não ha de. Partic. do fut. neg. Nadia, não devia; não havia de. Partic. do cond. neg. Dial. mac. nadi. Não ha de &gt; *nã-a-de &gt; *na-a-de &gt; nade. Não-hão de &gt; *nã-ã-de &gt;&gt; nande.","não há de",,165
"nadè","nadeː","não há de","wiIl not","verb","Macao creole",,,"Nada, nade, nandè, não ha de. Partic. do fut. neg. Nadia, não devia; não havia de. Partic. do cond. neg. Dial. mac. nadi. Não ha de &gt; *nã-a-de &gt; *na-a-de &gt; nade. Não-hão de &gt; *nã-ã-de &gt;&gt; nande.","não há de",,165
"nandè","nandeː","não há de","wiIl not","verb","Macao creole",,,"Nada, nade, nandè, não ha de. Partic. do fut. neg. Nadia, não devia; não havia de. Partic. do cond. neg. Dial. mac. nadi. Não ha de &gt; *nã-a-de &gt; *na-a-de &gt; nade. Não-hão de &gt; *nã-ã-de &gt;&gt; nande.","não há de",,165
"Nadia","nadia","não devia, não havia de","should not","verb",,,,,"não devia"," não havia de",
"Namais","namais","somente, unicamente","only","adverb","Macao creole",,,"Namais, namás, somente, unicamente. Namás: dial. mac. — De não mais &gt; *wã mais &gt;• namais &gt; namás. «Onde estava com cincoenta não mais». F. Lopes.","somente, unicamente",,165
"namás","namaːs","somente, unicamente","only","adverb","Macao creole",,,"Namais, namás, somente, unicamente. Namás: dial. mac. — De não mais &gt; *wã mais &gt;• namais &gt; namás. «Onde estava com cincoenta não mais». F. Lopes.","somente, unicamente",,165
"Nan","nan","não","no","adverb",,,,"Nan (fórm. mod.), não.","não","forma moderna",165
"Natal-dia","natal dia","dia do Natal","christmas day","noun",,,,"Naíal-dia, dia do Natal.","dia do Natal",,165
"Nau-quebrado","nau kebɾado","náufrago","shipwrecked","noun",,,,"Nau-quebrado, náufrago.","náufrago",,165
"Navigà","naʋigaː","navegar","sail","verb",,,,"Navigà, navegar.","navegar",,165
"Necestade","nesestade","necessidade","need","noun",,,,"Neoestade, (p. us.). V. nis-","necessidade","pouco usado",165
"Negligá","negligaː","negligenciar","neglect","verb","English",,,"Negligá, negligenciar.—Infl. do ingl. to neglectf","negligenciar",,165
"Negócia","negoːsia","negócio","business","noun",,,,"Negoceia, negocio.","negócio",,165
"Nehum","neum","nenhum","none","pronoun","Capeverdean creole, Cochin creole","Dialectal Portuguese",,"Nehum, nihum, nium, ne-hum. Nehum: dial. coch. Dial. cab. neún ou niún. — Port. Dialetal Portuguese.","nenhum",,165
"nihum","nium","nenhum","none","pronoun","Capeverdean creole, Cochin creole","Dialectal Portuguese",,"Nehum, nihum, nium, ne-hum. Nehum: dial. coch. Dial. cab. neún ou niún. — Port. Dialetal Portuguese.","nenhum",,165
"nium","nium","nenhum","none","pronoun","Capeverdean creole, Cochin creole","Dialectal Portuguese",,"Nehum, nihum, nium, ne-hum. Nehum: dial. coch. Dial. cab. neún ou niún. — Port. Dialetal Portuguese.","nenhum",,165
"Nemistê","nemisteː","não é mister, não se deve","it is not necessary, it must not","verb","Macao creole",,,"Nemistê, nemistà, nimisté (p. us.), numistô, não é mister, não se deve. Dial. mac. na-mistê. — De não mistè &gt; *nã mistê &gt;&gt; nemistê.","não é mister, não se deve","pouco usado",165
"nemistà","nemistaː","não é mister, não se deve","it is not necessary, it must not","verb","Macao creole",,,"Nemistê, nemistà, nimisté (p. us.), numistô, não é mister, não se deve. Dial. mac. na-mistê. — De não mistè &gt; *nã mistê &gt;&gt; nemistê.","não é mister, não se deve","pouco usado",165
"nimisté","nimisteː","não é mister, não se deve","it is not necessary, it must not","verb","Macao creole",,,"Nemistê, nemistà, nimisté (p. us.), numistô, não é mister, não se deve. Dial. mac. na-mistê. — De não mistè &gt; *nã mistê &gt;&gt; nemistê.","não é mister, não se deve","pouco usado",165
"numistè","numisteː","não é mister, não se deve","it is not necessary, it must not","verb","Macao creole",,,"Nemistê, nemistà, nimisté (p. us.), numistô, não é mister, não se deve. Dial. mac. na-mistê. — De não mistè &gt; *nã mistê &gt;&gt; nemistê.","não é mister, não se deve","pouco usado",165
"Nérva","neːɾʋa","nervo","nerve","noun",,,,"Nérva, nervo.","nervo",,165
"Nigrinha","nigɾiɲa","negrinha","black girl","noun",,,"Voz de Verdade","Nigrinha, ( V. de V.), negrinha.","negrinha",,165
"Nimito","nimito","limite","limit","noun",,,"Elucidário de Viterbo","Nimito, nimíta, limite. Ni-mità, limitar; determinar, ordenar; nomear, designar; decidir, sentenciar. Nimitação, limitação; determinação. — Por assimil. Elucid.: limitado = declarado, estabelecido, ordenado.","limite",,165
"nimíta","nimiːta","limite","limit","noun",,,"Elucidário de Viterbo","Nimito, nimíta, limite. Ni-mità, limitar; determinar, ordenar; nomear, designar; decidir, sentenciar. Nimitação, limitação; determinação. — Por assimil. Elucid.: limitado = declarado, estabelecido, ordenado.","limite",,165
"Nimità","nimitaː","limitar, determinar, ordenar, nomear, designar, decidir, sentenciar","limit, determine, order, name, designate, decide, sentence","verb",,,,,"limitar, determinar, ordenar, nomear, designar, decidir, sentenciar",,
"Nimitação","nimitasaːo","limitação, determinação","limitation, determination","noun",,,,,"limitação, determinação",,
"Ninquer","ninkeɾ","não quero","do not want to","verb","Mangalor creole",,,"Ninquer, não quero, não queres, etc. Ninqueria, não queria. Dial. mang. niquer.","não quero",,165
"Ninqueria","ninkeɾia","não queria","did not want to","verb",,,,,"não queria",,
"Nistá","nistaː","necessitar","need","verb",,,,"Nistá, necessitar; ser necessário. Nistade, necessidade.","necessitar",,165
"Nistade","nistade","necessidade","need","noun",,,,,"necessidade",,
"Nó","noː","nu","naked","noun",,,,"Nó, nuó, nu. Padre Almeida tem mio.","nu",,165
"nuó","nuoː","nu","naked","noun",,,,"Nó, nuó, nu. Padre Almeida tem mio.","nu",,165
"Nóber","noːbeɾ","nobre","noble","adjective",,,,"Nóber (fórm. mod.), nobre.","nobre","forma moderna",166
"Nobilidade","nobilidade","nobreza","nobility","noun","English",,"O Bruffador, ii periódico","Nobilidade, {Br. 2), nobreza. — Ingl. nobility.","nobreza",,166
"Nobréza","nobɾeːza","nobreza, nobre","nobility, noble","noun",,,,"Nobreza, nobreza; nobre.","nobreza, nobre",,166
"Nocente","nosente","inocente","innocent","adjective",,,,"Nocente, nocenti, inno-cente.","inno-cente",,166
"nocenti","nosenti","inocente","innocent","adjective",,,,"Nocente, nocenti, inno-cente.","inno-cente",,166
"Nogo","nogo","novo","new","adjective",,,"O Bruffador, i periódico","Nogo (Br. I ), novo. Cfr. ogo, avoá.","novo",,166
"Noivu","nojʋu","noivo","fiancé","noun",,,,"Noivu, noivo.","noivo",,166
"Nómber","noːmbeɾ","número","number","noun","English",,,"Nómber, numero.—Do ingl. number ou de numbro, como sómber.","número",,166
"Nompodé","nompodeː","não pode","cannot","verb",,,,"Nompodé, nompôdi, não pode. Nompodia, não podia.","não pode",,166
"nompôdi","nompoːdi","não pode","cannot","verb",,,,"Nompodé, nompôdi, não pode. Nompodia, não podia.","não pode",,166
"Nompodia","nompodia","não podia","could not","verb",,,,,"não podia",,
"Nona","nona","dona, senhora respeitável, avó","lady, respectable lady, grandmother","noun","Cochin creole, Diu creole, Singapore creole, Malay",,,"Nona, dona; senhora respeitável ; avó. Dial. cochde Mahé, divsingp. T. em ma-laio. — Por assímil.","dona, senhora respeitável, avó",,166
"Nôtis","noːtis","aviso","notice","noun","English",,,"Notice (pron. nôtis)aviso.— Ingl.","aviso",,166
"Nonca","nonka","nunca","never","adverb","Cochin creole",,"Elucidário de Viterbo","Nonca, nonco, nuca, núcu (fórm. mod.). V. nunca. — A^m-ca: dial. coch. Elucid.: nonca, nonco.","nunca",,166
"nonco","nonko","nunca","never","adverb","Cochin creole",,"Elucidário de Viterbo","Nonca, nonco, nuca, núcu (fórm. mod.). V. nunca. — A^m-ca: dial. coch. Elucid.: nonca, nonco.","nunca",,166
"nuca","nuka","nunca","never","adverb","Cochin creole",,"Elucidário de Viterbo","Nonca, nonco, nuca, núcu (fórm. mod.). V. nunca. — A^m-ca: dial. coch. Elucid.: nonca, nonco.","nunca",,166
"núcu","nuːku","nunca","never","adverb","Cochin creole",,"Elucidário de Viterbo","Nonca, nonco, nuca, núcu (fórm. mod.). V. nunca. — A^m-ca: dial. coch. Elucid.: nonca, nonco.","nunca",,166
"Nono","nono","avô","grandfather","noun","Capeverdean creole",,,"Nono, avô. Dial. cab. dono.","avô",,166
"Nossè","noseː","nossa","our","POSS",,,,"Nossè, nossa (mais us.).","nossa",,166
"Nossotros","nosotɾos","nós outros","we","pronoun",,,,"Nossotros, nós outros; nós (p. us.).","nós outros","pouco usado",166
"Notáris","notaːɾis","notário, tabelião","notary","adjective","Dutch",,,"Notáris, notário, tabel-lião. —Holl.","notário, tabelião",,166
"Novas-papella","noʋas papela","jornal, periódico","newspaper","noun","English",,,"Novas-papella, jornal, periódico. — Ingl. news-paper.","jornal, periódico",,166
"Novémber","noʋeːmbeɾ","novembro","november","noun","English",,,"Novémber, novembro. — Ingl.","novembro",,166
"Nóves","noːʋes","novas","news","adjective","Cochin creole",,,"Noves, novas (t. us.). Dial. coch.","novas",,166
"Nóvis","noːʋis","nuvem","cloud","noun",,,,"Novis (C A.)nuvem.","nuvem",,166
"Nué","nueː","não sou","am not","verb",,"Minho",,"Nué, nuvé, nuá, (p. us.), não sou, etc. — De náo é. No Minho num é.","não sou","pouco usado",166
"nuvé","nuʋeː","não sou","am not","verb",,"Minho",,"Nué, nuvé, nuá, (p. us.), não sou, etc. — De náo é. No Minho num é.","não sou","pouco usado",166
"nuá","nuaː","não sou","am not","verb",,"Minho",,"Nué, nuvé, nuá, (p. us.), não sou, etc. — De náo é. No Minho num é.","não sou","pouco usado",166
"Num","num","não","no","adverb",,"Portuguese-based creoles of Indian mainland",,"Num, nun, não. Numpodé, numpôdi, não pôde. Numpo-dia, não podia. Nuntem, não tem; não sou. Nuntinha, não era. — ""Num : vulg. no cont.","não",,166
"nun","nun","não","no","adverb",,"Portuguese-based creoles of Indian mainland",,"Num, nun, não. Numpodé, numpôdi, não pôde. Numpo-dia, não podia. Nuntem, não tem; não sou. Nuntinha, não era. — ""Num : vulg. no cont.","não",,166
"Numpodé","numpodeː","não pôde","it can not","verb",,,,,"não pôde",,
"numpôdi","numpoːdi","não pôde","it can not","verb",,,,,"não pôde",,
"Numpodia","numpodia","não podia","could not","verb",,,,,"não podia",,
"Nuntem","nuntem","não tem, não sou","do not have, am not","verb",,,,,"não tem, não sou",,
"Nuntinha","nuntiɲa","não era","wasn't it","verb",,,,,"não era",,
"Numbro","numbɾo","número","number","noun","Macao creole","Portuguese-based creoles of Indian mainland",,"Numbro, numero. Dial. mac. T. no cont.","numero",,166
"Nunca","nunka","nunca","never","adverb","Macao creole",,,"Nunca, nunco, nunca. T. partic. do per/, neg. Dial. mac.","nunca",,166
"nunco","nunko","nunca","never","adverb","Macao creole",,,"Nunca, nunco, nunca. T. partic. do per/, neg. Dial. mac.","nunca",,166
"Nuvè","nuʋeː","nuvem","cloud","noun","Macao creole",,,"Nuvè, nuvem. Dial. mac. No Minho: nuve, nube.","nuvem",,166
"Ô","oː","ou","or","conjunction",,,,"Ó, ou (t. us.).","ou",,166
"Obedicé","obediseː","obedecer","obey","verb",,,,"Obedicé, obdecé, obedecer (t. us.). Obdicindo, obedecendo. Obedecencia, obede-cimento, obediência.","obedecer",,166
"obdecé","obdeseː","obedecer","obey","verb",,,,"Obedicé, obdecé, obedecer (t. us.). Obdicindo, obedecendo. Obedecencia, obede-cimento, obediência.","obedecer",,166
"Obdicindo","obdisindo","obedecendo","obeying","GER",,,,,"obedecendo",,
"Obedecencia","obedesensia","obediência","obedience","noun",,,,,"obediência",,
"obedecimento","obedesimento","obediência","obedience","noun",,,,,"obediência",,
