word,IPA,TRSVG,TRSVG_split,CV
deslimpéza,dezlimpeːza,TVSRVRTVSV,TVS.RVR.TV.SV,CVC.CVC.CV.CV
deslimpá,dezlimpaː,TVSRVRTV,TVS.RVR.TV,CVC.CVC.CV
desmará,dezmaɾaː,TVSRVRV,TVS.RV.RV,CVC.CV.CV
desmasiação,dezmaziasaːo,TVSRVSVVSVV,TVS.RV.SV.V.SV.V,CVC.CV.CV.V.CV.V
desobedencia,dezobedensia,TVSVTVTVRSVV,TV.SV.TV.TVR.SV.V,CV.CV.CV.CVC.CV.V
despadaçá,despadasaː,TVSTVTVSV,TVS.TV.TV.SV,CVC.CV.CV.CV
desparança,despaɾansa,TVSTVRVRSV,TVS.TV.RVR.SV,CVC.CV.CVC.CV
desparecê,despaɾeseː,TVSTVRVSV,TVS.TV.RV.SV,CVC.CV.CV.CV
desparcé,despaɾseː,TVSTVRSV,TVS.TVR.SV,CVC.CVC.CV
disparcido,dispaɾsido,TVSTVRSVTV,TVS.TVR.SV.TV,CVC.CVC.CV.CV
despôde,despoːde,TVSTVTV,TVS.TV.TV,CVC.CV.CV
despois,despojs,TVSTVRS,TVS.TVRS,CVC.CVCC
despossessá,desposesaː,TVSTVSVSV,TVS.TV.SV.SV,CVC.CV.CV.CV
desprazá,despɾazaː,TVSTRVSV,TVS.TRV.SV,CVC.CCV.CV
desprendido,despɾendido,TVSTRVRTVTV,TVS.TRVR.TV.TV,CVC.CCVC.CV.CV
desprovà,despɾoʋaː,TVSTRVTV,TVS.TRV.TV,CVC.CCV.CV
desproveitoso,despɾoʋeitozo,TVSTRVTVGTVSV,TVS.TRV.TVG.TV.SV,CVC.CCV.CVV.CV.CV
destribuá,destɾibuaː,TVSTRVTVV,TVS.TRV.TV.V,CVC.CCV.CV.V
destribuação,destɾibuasaːo,TVSTRVTVVSVV,TVS.TRV.TV.V.SV.V,CVC.CCV.CV.V.CV.V
destribução,destɾibusaːo,TVSTRVTVSVV,TVS.TRV.TV.SV.V,CVC.CCV.CV.CV.V
destruvé,destɾuʋeː,TVSTRVTV,TVS.TRV.TV,CVC.CCV.CV
destruivé,destɾuiʋeː,TVSTRVVTV,TVS.TRV.V.TV,CVC.CCV.V.CV
destruvà,destɾuʋaː,TVSTRVTV,TVS.TRV.TV,CVC.CCV.CV
destruiação,destɾuiasaːo,TVSTRVVVSVV,TVS.TRV.VV.SV.V,CVC.CCV.VV.CV.V
destruivição,destɾuiʋisaːo,TVSTRVVTVSVV,TVS.TRV.V.TV.SV.V,CVC.CCV.V.CV.CV.V
destrucção,destɾuksaːo,TVSTRVTSVV,TVS.TRV.T.SV.V,CVC.CCV.C.CV.V
desvai,desʋai,TVSTVV,TVS.TV.V,CVC.CV.V
desvaloso,desʋalozo,TVSTVRVSV,TVS.TV.RV.SV,CVC.CV.CV.CV
dettà,detːaː,TVTV,TV.TV,CV.CV
devida,deʋida,TVTVTV,TV.TV.TV,CV.CV.CV
déuda,deːuda,TVVTV,TV.V.TV,CV.V.CV
dieudè,dieudeː,TVVGTV,TV.VG.TV,CV.VV.CV
devidor,deʋidoɾ,TVTVTVR,TV.TV.TVR,CV.CV.CVC
dividor,diʋidoɾ,TVTVTVR,TV.TV.TVR,CV.CV.CVC
devotado,deʋotado,TVTVTVTV,TV.TV.TV.TV,CV.CV.CV.CV
devotamos,deʋotamos,TVTVTVRVS,TV.TV.TV.RVS,CV.CV.CV.CVC
dézimo,deːzimo,TVSVRV,TV.SV.RV,CV.CV.CV
dézimos,deːzimos,TVSVRVS,TV.SV.RVS,CV.CV.CVC
dezimá,dezimaː,TVSVRV,TV.SV.RV,CV.CV.CV
dez mil mil,dez mil mil,TVS RVR RVR,TVS RVR RVR,CVC CVC CVC
dezoitè,dezojteː,TVSVRTV,TV.SVR.TV,CV.CVC.CV
dia,dia,TVV,TV.V,CV.V
diabolei,diabolei,TVVTVRVG,TV.V.TV.RVG,CV.V.CV.CVV
diamante jubli,diamante d̠ʒubli,TVVRVRTV TVTRV,TV.V.RVR.TV TV.TRV,CV.V.CVC.CV CV.CCV
diantá,diantaː,TVVRTV,TV.VR.TV,CV.VC.CV
diante casa,diante kaza,TVVRTV TVSV,TV.VR.TV TV.SV,CV.VC.CV CV.CV
differéncia,difeɾeːnsia,TVTVRVRSVV,TV.TV.RVR.SV.V,CV.CV.CVC.CV.V
dinhéro,diɲeːɾo,TVRVRV,TV.RVRV,CV.CVCV
directà,diɾektaː,TVRVTTV,TV.RV.T.TV,CV.CV.C.CV
disaccordancè,dizakoɾdanseː,TVSVTVRTVRSV,TV.SV.TVR.TVR.SV,CV.CV.CVC.CVC.CV
desapprovado,dezapɾoʋado,TVSVTRVTVTV,TV.SV.TRV.TV.TV,CV.CV.CCV.CV.CV
discé,diseː,TVSV,TV.SV,CV.CV
discendé,disendeː,TVSVRTV,TV.SVR.TV,CV.CVC.CV
discerto,diseɾto,TVSVRTV,TV.SVR.TV,CV.CVC.CV
discete,disete,TVSVTV,TV.SV.TV,CV.CV.CV
disciplo,disiplo,TVSVTRV,TV.SV.TRV,CV.CV.CCV
disconfiador,diskonfiadoɾ,TVSTVRTVVTVR,TVS.TVR.TV.V.TVR,CVC.CVC.CV.V.CVC
disconfiadeira,diskonfiadeiɾa,TVSTVRTVVTVGRV,TVS.TVR.TV.V.TVG.RV,CVC.CVC.CV.V.CVV.CV
disconsalado,diskonsalado,TVSTVRSVRVTV,TVS.TVR.SV.RV.TV,CVC.CVC.CV.CV.CV
discontentomento,diskontentomento,TVSTVRTVRTVRVRTV,TVS.TVR.TVR.TV.RVR.TV,CVC.CVC.CVC.CV.CVC.CV
disconvertido,diskonʋeɾtido,TVSTVRTVRTVTV,TVS.TVR.TVR.TV.TV,CVC.CVC.CVC.CV.CV
discourtezia,diskouɾtezia,TVSTVGRTVSVV,TVS.TVGR.TV.SV.V,CVC.CVVC.CV.CV.V
disemperado,dizempeɾado,TVSVRTVRVTV,TV.SVR.TV.RV.TV,CV.CVC.CV.CV.CV
disfayeção,disfajesaːo,TVSTVRVSVV,TVS.TV.RV.SV.V,CVC.CV.CV.CV.V
disfiel,disfiel,TVSTVVR,TVS.TV.VR,CVC.CV.VC
disfieldado,disfieldado,TVSTVVRTVTV,TVS.TV.VR.TV.TV,CVC.CV.VC.CV.CV
disfielmente,disfielmente,TVSTVVRRVRTV,TVS.TV.VR.RVR.TV,CVC.CV.VC.CVC.CV
disfieldade,disfieldade,TVSTVVRTVTV,TVS.TV.VR.TV.TV,CVC.CV.VC.CV.CV
disgerado,dizd̠ʒeɾado,TVSTVRVTV,TVS.TV.RV.TV,CVC.CV.CV.CV
disgosto,dizgosto,TVSTVSTV,TVS.TVS.TV,CVC.CVC.CV
dish,diʃ,TVT,TV.T,CV.C
dishonorá,diʃonoɾaː,TVTVRVRV,TV.TV.RVRV,CV.CV.CVCV
dishonrável,diʃonɾaːʋel,TVTVRRVTVR,TV.TVR.RV.TVR,CV.CVC.CV.CVC
dislevedado,dizleʋedado,TVSRVTVTVTV,TVS.RV.TV.TV.TV,CVC.CV.CV.CV.CV
dismercé,dizmeɾseː,TVSRVRSV,TVS.RVR.SV,CVC.CVC.CV
dismercimento,dizmeɾsimento,TVSRVRSVRVRTV,TVS.RVR.SV.RVR.TV,CVC.CVC.CV.CVC.CV
dismissão,dizmisaːo,TVSRVSVV,TVS.RV.SV.V,CVC.CV.CV.V
dismuê,dizmueː,TVSRVV,TVS.RV.V,CVC.CV.V
desobdecimento,dezobdesimento,TVSVTTVSVRVRTV,TV.SV.T.TV.SV.RVR.TV,CV.CV.C.CV.CV.CVC.CV
disobedecido,dizobedesido,TVSVTVTVSVTV,TV.SV.TV.TV.SV.TV,CV.CV.CV.CV.CV.CV
disperdiçà,dispeɾdisaː,TVSTVRTVSV,TVS.TVR.TV.SV,CVC.CVC.CV.CV
dispidê,dispideː,TVSTVTV,TVS.TV.TV,CVC.CV.CV
dispôs,dispoːs,TVSTVS,TVS.TVS,CVC.CVC
disprazeiro,dispɾazeiɾo,TVSTRVSVGRV,TVS.TRV.SVG.RV,CVC.CCV.CVV.CV
disputação,disputasaːo,TVSTVTVSVV,TVS.TV.TV.SV.V,CVC.CV.CV.CV.V
disregulado,dizɾegulado,TVSRVTVRVTV,TVS.RV.TV.RV.TV,CVC.CV.CV.CV.CV
disrepartido,dizɾepaɾtido,TVSRVTVRTVTV,TVS.RV.TVR.TV.TV,CVC.CV.CVC.CV.CV
disrezoado,dizɾezoado,TVSRVSVVTV,TVS.RV.SV.V.TV,CVC.CV.CV.V.CV
dissilim,disilim,TVSVRVR,TV.SV.RVR,CV.CV.CVC
dissaude,disaude,TVSVGTV,TV.SVG.TV,CV.CVV.CV
distrançà,distɾansaː,TVSTRVRSV,TVS.TRVR.SV,CVC.CCVC.CV
distrançador,distɾansadoɾ,TVSTRVRSVTVR,TVS.TRVR.SV.TVR,CVC.CCVC.CV.CVC
distranço,distɾanso,TVSTRVRSV,TVS.TRVR.SV,CVC.CCVC.CV
distresso,distɾeso,TVSTRVSV,TVS.TRV.SV,CVC.CCV.CV
disvalia,disʋalia,TVSTVRVV,TVS.TV.RV.V,CVC.CV.CV.V
disvalià,disʋaliaː,TVSTVRVV,TVS.TV.RV.V,CVC.CV.CV.V
disvalioso,disʋaliozo,TVSTVRVVSV,TVS.TV.RV.V.SV,CVC.CV.CV.V.CV
dito,dito,TVTV,TV.TV,CV.CV
divinidade,diʋinidade,TVTVRVTVTV,TV.TV.RV.TV.TV,CV.CV.CV.CV.CV
divudo,diʋudo,TVTVTV,TV.TV.TV,CV.CV.CV
dizido,dizido,TVSVTV,TV.SV.TV,CV.CV.CV
docéro,doseːɾo,TVSVRV,TV.SV.RV,CV.CV.CV
dóctor,doːktoɾ,TVTTVR,TV.T.TVR,CV.C.CVC
dódo,doːdo,TVTV,TV.TV,CV.CV
dodice,dodise,TVTVSV,TV.TV.SV,CV.CV.CV
doudiça,doudisa,TVGTVSV,TVG.TV.SV,CVV.CV.CV
dodiço,dodiso,TVTVSV,TV.TV.SV,CV.CV.CV
dodado,dodado,TVTVTV,TV.TV.TV,CV.CV.CV
doençá,doensaː,TVVRSV,TV.VR.SV,CV.VC.CV
dolôr,doloːɾ,TVRVR,TV.RVR,CV.CVC
dominião,dominiaːo,TVRVRVVV,TV.RVRV.VV,CV.CVCV.VV
dor quebrado,doɾ kebɾado,TVR TVTRVTV,TVR TV.TRV.TV,CVC CV.CCV.CV
dós,doːs,TVS,TVS,CVC
dous,dous,TVGS,TVGS,CVVC
dous dobrado,dous dobɾado,TVGS TVTRVTV,TVGS TV.TRV.TV,CVVC CV.CCV.CV
doutrino,doutɾino,TVGTRVRV,TVG.TRV.RV,CVV.CCV.CV
doutro,doutɾo,TVGTRV,TVG.TRV,CVV.CCV
dovencè,doʋenseː,TVTVRSV,TV.TVR.SV,CV.CVC.CV
dó vestido,doː ʋestido,TV TVSTVTV,TV TVS.TV.TV,CV CVC.CV.CV
dozeiro,dozeiɾo,TVSVGRV,TV.SVG.RV,CV.CVV.CV
douzeiro,douzeiɾo,TVGSVGRV,TVG.SVG.RV,CVV.CVV.CV
dózimo,doːzimo,TVSVRV,TV.SV.RV,CV.CV.CV
drek,dɾek,TRVT,TRV.T,CCV.C
dréker,dɾeːkeɾ,TRVTVR,TRV.TVR,CCV.CVC
dreito,dɾeito,TRVGTV,TRVG.TV,CCVV.CV
dreto,dɾeto,TRVTV,TRV.TV,CCV.CV
dromi,dɾomi,TRVRV,TRV.RV,CCV.CV
dromé,dɾomeː,TRVRV,TRV.RV,CCV.CV
drumé,dɾumeː,TRVRV,TRV.RV,CCV.CV
dromiçá,dɾomisaː,TRVRVSV,TRV.RV.SV,CCV.CV.CV
dromiçá,dɾomisaː,TRVRVSV,TRV.RV.SV,CCV.CV.CV
drop,dɾop,TRVT,TRV.T,CCV.C
dúcats,duːkats,TVTVTS,TV.TV.TS,CV.CV.CC
dúki,duːki,TVTV,TV.TV,CV.CV
dukesè,dukezeː,TVTVSV,TV.TV.SV,CV.CV.CV
durança,duɾansa,TVRVRSV,TV.RVR.SV,CV.CVC.CV
duvidade,duʋidade,TVTVTVTV,TV.TV.TV.TV,CV.CV.CV.CV
duvidança,duʋidansa,TVTVTVRSV,TV.TV.TVR.SV,CV.CV.CVC.CV
duvidando,duʋidando,TVTVTVRTV,TV.TV.TVR.TV,CV.CV.CVC.CV
earnestè,eaɾnesteː,VVRRVSTV,V.VR.RVS.TV,V.VC.CVC.CV
eamestemente,eamestemente,VVRVSTVRVRTV,V.V.RVS.TV.RVR.TV,V.V.CVC.CV.CVC.CV
earnestidade,eaɾnestidade,VVRRVSTVTVTV,V.VR.RVS.TV.TV.TV,V.VC.CVC.CV.CV.CV
egualação,egualasaːo,VTVVRVSVV,V.TV.V.RV.SV.V,V.CV.V.CV.CV.V
egualado,egualado,VTVVRVTV,V.TV.V.RV.TV,V.CV.V.CV.CV
egualadomente,egualadomente,VTVVRVTVRVRTV,V.TV.V.RV.TV.RVR.TV,V.CV.V.CV.CV.CVC.CV
ementà,ementaː,VRVRTV,V.RVR.TV,V.CVC.CV
emendador,emendadoɾ,VRVRTVTVR,V.RVR.TV.TVR,V.CVC.CV.CVC
emperador,empeɾadoɾ,VRTVRVTVR,VR.TV.RV.TVR,VC.CV.CV.CVC
emperdor,empeɾdoɾ,VRTVRTVR,VR.TVR.TVR,VC.CVC.CVC
empressado,empɾesado,VRTRVSVTV,VR.TRV.SV.TV,VC.CCV.CV.CV
encenso,ensenso,VRSVRSV,VR.SVR.SV,VC.CVC.CV
encircà,ensiɾkaː,VRSVRTV,VR.SVR.TV,VC.CVC.CV
encontração,enkontɾasaːo,VRTVRTRVSVV,VR.TVR.TRV.SV.V,VC.CVC.CCV.CV.V
enculcá,enkulkaː,VRTVRTV,VR.TVR.TV,VC.CVC.CV
enculcação,enkulkasaːo,VRTVRTVSVV,VR.TVR.TV.SV.V,VC.CVC.CV.CV.V
enfante,enfante,VRTVRTV,VR.TVR.TV,VC.CVC.CV
enferno,enfeɾno,VRTVRRV,VR.TVR.RV,VC.CVC.CV
engeità,end̠ʒeitaː,VRTVGTV,VR.TVG.TV,VC.CVV.CV
englanterra,englantera,VRTRVRTVRV,VR.TRVR.TV.RV,VC.CCVC.CV.CV
engrato,engɾato,VRTRVTV,VR.TRV.TV,VC.CCV.CV
enguento,engento,VRTVRTV,VR.TVR.TV,VC.CVC.CV
enimigo,enimigo,VRVRVTV,V.RVRV.TV,V.CVCV.CV
enimingo,enimingo,VRVRVRTV,V.RVRVR.TV,V.CVCVC.CV
enemingo,enemingo,VRVRVRTV,V.RVRVR.TV,V.CVCVC.CV
enjoelho,end̠ʒoeʎo,VRTVVRV,VR.TV.V.RV,VC.CV.V.CV
enjoelhá,end̠ʒoeʎaː,VRTVVRV,VR.TV.V.RV,VC.CV.V.CV
enjusticia,end̠ʒustisia,VRTVSTVSVV,VR.TVS.TV.SV.V,VC.CVC.CV.CV.V
enluminá,enluminaː,VRRVRVRV,VR.RV.RVRV,VC.CV.CVCV
enlumiá,enlumiaː,VRRVRVV,VR.RV.RV.V,VC.CV.CV.V
enrodiá,enɾodiaː,VRRVTVV,VR.RV.TV.V,VC.CV.CV.V
ensinador,ensinadoɾ,VRSVRVTVR,VR.SV.RV.TVR,VC.CV.CV.CVC
ensombrado,ensombɾado,VRSVRTRVTV,VR.SVR.TRV.TV,VC.CVC.CCV.CV
enteiro,enteiɾo,VRTVGRV,VR.TVG.RV,VC.CVV.CV
enténcia,enteːnsia,VRTVRSVV,VR.TVR.SV.V,VC.CVC.CV.V
envéja,enʋeːd̠ʒa,VRTVTV,VR.TV.TV,VC.CV.CV
envejè,enʋed̠ʒeː,VRTVTV,VR.TV.TV,VC.CV.CV
envéjo,enʋeːd̠ʒo,VRTVTV,VR.TV.TV,VC.CV.CV
enveijo,enʋeid̠ʒo,VRTVGTV,VR.TVG.TV,VC.CVV.CV
envisté,enʋisteː,VRTVSTV,VR.TVS.TV,VC.CVC.CV
erdávè,eɾdaːʋeː,VRTVTV,VR.TV.TV,VC.CV.CV
erdéro,eɾdeːɾo,VRTVRV,VR.TV.RV,VC.CV.CV
eropa,eɾopa,VRVTV,V.RV.TV,V.CV.CV
escola mestre,eskola mestɾe,VSTVRV RVSTRV,VS.TV.RV RVS.TRV,VC.CV.CV CVC.CCV
esfriado,esfɾiado,VSTRVVTV,VS.TRV.V.TV,VC.CCV.V.CV
esperdiçá,espeɾdisaː,VSTVRTVSV,VS.TVR.TV.SV,VC.CVC.CV.CV
esperdicé,espeɾdiseː,VSTVRTVSV,VS.TVR.TV.SV,VC.CVC.CV.CV
esperdeçá,espeɾdesaː,VSTVRTVSV,VS.TVR.TV.SV,VC.CVC.CV.CV
esperdecê,espeɾdeseː,VSTVRTVSV,VS.TVR.TV.SV,VC.CVC.CV.CV
esperdição,espeɾdisaːo,VSTVRTVSVV,VS.TVR.TV.SV.V,VC.CVC.CV.CV.V
esperta,espeɾta,VSTVRTV,VS.TVR.TV,VC.CVC.CV
espertel,espeɾtel,VSTVRTVR,VS.TVR.TVR,VC.CVC.CVC
este,este,VSTV,VS.TV,VC.CV
estelei,estelei,VSTVRVG,VS.TV.RVG,VC.CV.CVV
estopo,estopo,VSTVTV,VS.TV.TV,VC.CV.CV
etiqua,etikua,VTVTVV,V.TV.TV.V,V.CV.CV.V
fábre,faːbɾe,TVTRV,TV.TRV,CV.CCV
faça,fasa,TVSV,TV.SV,CV.CV
faê,faeː,TVV,TV.V,CV.V
fallà,falaː,TVRV,TV.RV,CV.CV
fallars,falaɾs,TVRVRS,TV.RVRS,CV.CVCC
falsento,falsento,TVRSVRTV,TVR.SVR.TV,CVC.CVC.CV
falsodade,falsodade,TVRSVTVTV,TVR.SV.TV.TV,CVC.CV.CV.CV
faltança,faltansa,TVRTVRSV,TVR.TVR.SV,CVC.CVC.CV
famado,famado,TVRVTV,TV.RV.TV,CV.CV.CV
fámea,faːmea,TVRVV,TV.RV.V,CV.CV.V
familha,famiʎa,TVRVRV,TV.RVRV,CV.CVCV
familyè,familʲeː,TVRVRV,TV.RVRV,CV.CVCV
familha oração,famiʎa oɾasaːo,TVRVRV VRVSVV,TV.RVRV V.RV.SV.V,CV.CVCV V.CV.CV.V
familhado,famiʎado,TVRVRVTV,TV.RVRV.TV,CV.CVCV.CV
faz,fas,TVS,TVS,CVC
féxon,feːʃon,TVTVR,TV.TVR,CV.CVC
favorà,faʋoɾaː,TVTVRV,TV.TV.RV,CV.CV.CV
favorado,faʋoɾado,TVTVRVTV,TV.TV.RV.TV,CV.CV.CV.CV
favoroso,faʋoɾozo,TVTVRVSV,TV.TV.RV.SV,CV.CV.CV.CV
favorosomente,faʋoɾozomente,TVTVRVSVRVRTV,TV.TV.RV.SV.RVR.TV,CV.CV.CV.CV.CVC.CV
favour,faʋouɾ,TVTVGR,TV.TVGR,CV.CVVC
fàze,faːze,TVSV,TV.SV,CV.CV
fazedo,fazedo,TVSVTV,TV.SV.TV,CV.CV.CV
fazido,fazido,TVSVTV,TV.SV.TV,CV.CV.CV
fazendo,fazendo,TVSVRTV,TV.SVR.TV,CV.CVC.CV
fébruari,feːbɾuaɾi,TVTRVVRV,TV.TRV.V.RV,CV.CCV.V.CV
fee,fee,TVV,TV.V,CV.V
feirréro,feireːɾo,TVGRVRV,TVG.RV.RV,CVV.CV.CV
felizamente,felizamente,TVRVSVRVRTV,TV.RV.SV.RVR.TV,CV.CV.CV.CVC.CV
felizidade,felizidade,TVRVSVTVTV,TV.RV.SV.TV.TV,CV.CV.CV.CV.CV
femè,femeː,TVRV,TV.RV,CV.CV
féo,feːo,TVV,TV.V,CV.V
feu,feu,TVG,TVG,CVV
feudade,feudade,TVGTVTV,TVG.TV.TV,CVV.CV.CV
ferão,feɾaːo,TVRVV,TV.RV.V,CV.CV.V
ferido,feɾido,TVRVTV,TV.RV.TV,CV.CV.CV
fero,feɾo,TVRV,TV.RV,CV.CV
ferraro,feraɾo,TVRVRV,TV.RVRV,CV.CVCV
fessão,fesaːo,TVSVV,TV.SV.V,CV.CV.V
festè,festeː,TVSTV,TVS.TV,CVC.CV
festià,festiaː,TVSTVV,TVS.TV.V,CVC.CV.V
feticeria,fetiseɾia,TVTVSVRVV,TV.TV.SV.RV.V,CV.CV.CV.CV.V
fetiço,fetiso,TVTVSV,TV.TV.SV,CV.CV.CV
feticéro,fetiseːɾo,TVTVSVRV,TV.TV.SV.RV,CV.CV.CV.CV
feto,feto,TVTV,TV.TV,CV.CV
fiado,fiado,TVVTV,TV.V.TV,CV.V.CV
fial,fial,TVVR,TV.VR,CV.VC
ficà,fikaː,TVTV,TV.TV,CV.CV
fichà,fit̠ʃaː,TVTV,TV.TV,CV.CV
ficticioso,fiktisiozo,TVTTVSVVSV,TV.T.TV.SV.V.SV,CV.C.CV.CV.V.CV
fieldade,fieldade,TVVRTVTV,TV.VR.TV.TV,CV.VC.CV.CV
fifesfifies,fifesfifies,TVTVSTVTVVS,TV.TVS.TV.TV.VS,CV.CVC.CV.CV.VC
féfes,feːfes,TVTVS,TV.TVS,CV.CVC
fifeis,fifeis,TVTVGS,TV.TVGS,CV.CVVC
fifi,fifi,TVTV,TV.TV,CV.CV
figas,figas,TVTVS,TV.TVS,CV.CVC
figo,figo,TVTV,TV.TV,CV.CV
filho de moça,fiʎo de mosa,TVRV TV RVSV,TV.RV TV RV.SV,CV.CV CV CV.CV
filyo,filʲo,TVRV,TV.RV,CV.CV
firmemento,fiɾmemento,TVRRVRVRTV,TVR.RV.RVR.TV,CVC.CV.CVC.CV
firmidade,fiɾmidade,TVRRVTVTV,TVR.RV.TV.TV,CVC.CV.CV.CV
fisgà,fizgaː,TVSTV,TVS.TV,CVC.CV
fitchá,fit̠ʃaː,TVTV,TV.TV,CV.CV
fitè,fiteː,TVTV,TV.TV,CV.CV
flamma,flama,TRVRV,TRV.RV,CCV.CV
flau,flau,TRVG,TRVG,CCVV
flek,flek,TRVT,TRV.T,CCV.C
floricé,floɾiseː,TRVRVSV,TRV.RV.SV,CCV.CV.CV
floricemento,floɾisemento,TRVRVSVRVRTV,TRV.RV.SV.RVR.TV,CCV.CV.CV.CVC.CV
fogà,fogaː,TVTV,TV.TV,CV.CV
fólga,foːlga,TVRTV,TVR.TV,CVC.CV
folgação,folgasaːo,TVRTVSVV,TVR.TV.SV.V,CVC.CV.CV.V
folho,foʎo,TVRV,TV.RV,CV.CV
folmac,folmak,TVRRVT,TVR.RV.T,CVC.CV.C
fome,fome,TVRV,TV.RV,CV.CV
fonte crystal,fonte kɾistal,TVRTV TRVSTVR,TVR.TV TRVS.TVR,CVC.CV CCVC.CVC
fontena,fontena,TVRTVRV,TVR.TV.RV,CVC.CV.CV
força,foɾsa,TVRSV,TVR.SV,CVC.CV
forcè,foɾseː,TVRSV,TVR.SV,CVC.CV
forçamente,foɾsamente,TVRSVRVRTV,TVR.SV.RVR.TV,CVC.CV.CVC.CV
forçadomente,foɾsadomente,TVRSVTVRVRTV,TVR.SV.TV.RVR.TV,CVC.CV.CV.CVC.CV
fordè,foɾdeː,TVRTV,TVR.TV,CVC.CV
fórda,foːɾda,TVRTV,TVR.TV,CVC.CV
fordaque,foɾdake,TVRTVTV,TVR.TV.TV,CVC.CV.CV
forde sintido,foɾde sintido,TVRTV SVRTVTV,TVR.TV SVR.TV.TV,CVC.CV CVC.CV.CV
fórea,foːɾea,TVRVV,TV.RV.V,CV.CV.V
fória,foːɾia,TVRVV,TV.RV.V,CV.CV.V
fornè,foɾneː,TVRRV,TVR.RV,CVC.CV
forrè,foreː,TVRV,TV.RV,CV.CV
fortelezè,foɾtelezeː,TVRTVRVSV,TVR.TV.RV.SV,CVC.CV.CV.CV
fortéza,foɾteːza,TVRTVSV,TVR.TV.SV,CVC.CV.CV
fortificação,foɾtifikasaːo,TVRTVTVTVSVV,TVR.TV.TV.TV.SV.V,CVC.CV.CV.CV.CV.V
fraqueza,fɾakeza,TRVTVSV,TRV.TV.SV,CCV.CV.CV
frechador,fɾet̠ʃadoɾ,TRVTVTVR,TRV.TV.TVR,CCV.CV.CVC
fremoso,fɾemozo,TRVRVSV,TRV.RV.SV,CCV.CV.CV
fremosura,fɾemozuɾa,TRVRVSVRV,TRV.RV.SV.RV,CCV.CV.CV.CV
fremesura,fɾemezuɾa,TRVRVSVRV,TRV.RV.SV.RV,CCV.CV.CV.CV
fremesora,fɾemezoɾa,TRVRVSVRV,TRV.RV.SV.RV,CCV.CV.CV.CV
fremasora,fɾemazoɾa,TRVRVSVRV,TRV.RV.SV.RV,CCV.CV.CV.CV
frés,fɾeːs,TRVS,TRVS,CCVC
frez,fɾes,TRVS,TRVS,CCVC
frieudade,fɾieudade,TRVVGTVTV,TRV.VG.TV.TV,CCV.VV.CV.CV
friu,fɾiu,TRVV,TRV.V,CCV.V
frominga,fɾominga,TRVRVRTV,TRV.RVR.TV,CCV.CVC.CV
fruminga,fɾuminga,TRVRVRTV,TRV.RVR.TV,CCV.CVC.CV
fronte,fɾonte,TRVRTV,TRVR.TV,CCVC.CV
frosteiro,fɾosteiɾo,TRVSTVGRV,TRVS.TVG.RV,CCVC.CVV.CV
frostéro,fɾosteːɾo,TRVSTVRV,TRVS.TV.RV,CCVC.CV.CV
frúita,fɾuːjta,TRVRTV,TRVR.TV,CCVC.CV
frúito,fɾuːjto,TRVRTV,TRVR.TV,CCVC.CV
fruitoso,fɾuitozo,TRVVTVSV,TRV.V.TV.SV,CCV.V.CV.CV
frutofeira,fɾutofeiɾa,TRVTVTVGRV,TRV.TV.TVG.RV,CCV.CV.CVV.CV
fugà,fugaː,TVTV,TV.TV,CV.CV
fugé,fud̠ʒeː,TVTV,TV.TV,CV.CV
fula,fula,TVRV,TV.RV,CV.CV
fulè,fuleː,TVRV,TV.RV,CV.CV
fuma,fuma,TVRV,TV.RV,CV.CV
fundà,fundaː,TVRTV,TVR.TV,CVC.CV
fundemento,fundemento,TVRTVRVRTV,TVR.TV.RVR.TV,CVC.CV.CVC.CV
fundéza,fundeːza,TVRTVSV,TVR.TV.SV,CVC.CV.CV
fundura,funduɾa,TVRTVRV,TVR.TV.RV,CVC.CV.CV
furtador,fuɾtadoɾ,TVRTVTVR,TVR.TV.TVR,CVC.CV.CVC
furtéza,fuɾteːza,TVRTVSV,TVR.TV.SV,CVC.CV.CV
furugè,fuɾud̠ʒeː,TVRVTV,TV.RV.TV,CV.CV.CV
furuja,fuɾud̠ʒa,TVRVTV,TV.RV.TV,CV.CV.CV
furrugento,furud̠ʒento,TVRVTVRTV,TV.RV.TVR.TV,CV.CV.CVC.CV
gafinhoto,gafiɲoto,TVTVRVTV,TV.TV.RV.TV,CV.CV.CV.CV
gafo,gafo,TVTV,TV.TV,CV.CV
gagueação,gageasaːo,TVTVVSVV,TV.TV.V.SV.V,CV.CV.V.CV.V
gáilo,gaːjlo,TVRRV,TVR.RV,CVC.CV
gajo,gad̠ʒo,TVTV,TV.TV,CV.CV
ganyo,ganʲo,TVRV,TV.RV,CV.CV
ganyà,ganʲaː,TVRV,TV.RV,CV.CV
galyardè,galʲaɾdeː,TVRVRTV,TV.RVR.TV,CV.CVC.CV
gamela,gamela,TVRVRV,TV.RVRV,CV.CVCV
gardá,gaɾdaː,TVRTV,TVR.TV,CVC.CV
gardamento,gaɾdamento,TVRTVRVRTV,TVR.TV.RVR.TV,CVC.CV.CVC.CV
gardecé,gaɾdeseː,TVRTVSV,TVR.TV.SV,CVC.CV.CV
gardicê,gaɾdiseː,TVRTVSV,TVR.TV.SV,CVC.CV.CV
guardicé,guaɾdiseː,TVVRTVSV,TV.VR.TV.SV,CV.VC.CV.CV
